gen,idx,total_index,L5,NF5,NM5,W5,LCAP,NMCAP,WCAp,IRL,NML,NTL,L34,W34,NM34,NF34,VB,L12,NF12,NM12,W12,Fosc_Hz,PD_W,V1pk_V,V1rms_V,PN_100k_dBc,PN_1M_dBc,FOM_100k,FOM_1M,cost
1,4,55,4.702448e-07,2,5,6.873012e-06,9.278639e-06,7,5.134907e-06,4.532048e-05,1,4,4.375985e-07,7.293292e-06,8,1,0.8947153,4.545799e-07,3,7,5.070389e-06,3.049689e+09,0.004209704,1.643104,0.8215519,-95.14922,-118.9765,-178.5918,-182.4191,0.1516943
1,5,56,4.424336e-07,2,6,7.965855e-06,7.926559e-06,9,6.330045e-06,4.364225e-05,1,6,3.757529e-07,9.069736e-06,9,3,1.067971,2.547856e-07,2,7,6.881881e-06,1.602344e+09,0.01203797,2.005043,1.002522,-99.71514,-123.2968,-173.0047,-176.5864,0.6078141
1,6,57,4.585463e-07,2,8,5.624722e-06,8.877164e-06,9,5.81554e-06,4.588216e-05,1,5,3.052265e-07,7.872888e-06,8,2,0.8543877,3.269741e-07,3,7,7.54025e-06,2.028959e+09,0.007397512,1.871338,0.9356691,-98.53005,-122.3944,-175.9847,-179.849,0.4045954
1,7,58,3.298668e-07,4,10,9.677026e-06,7.782903e-06,5,9.642073e-06,3.670411e-05,1,4,3.24133e-07,6.927128e-06,6,2,0.9374109,2.24725e-07,3,7,8.579712e-06,3.079975e+09,0.01257857,1.927718,0.9638588,-95.05924,-119.579,-173.8339,-178.3536,0.285761
1,8,59,4.118128e-07,3,6,6.269054e-06,8.237069e-06,2,7.122002e-06,4.957109e-05,1,4,3.617248e-07,7.606035e-06,6,3,1.063045,4.338971e-07,3,7,7.168573e-06,2.728197e+09,0.0105965,1.993783,0.9968917,-97.4422,-120.3301,-175.9081,-178.796,0.3083719
1,9,60,2.693893e-07,3,6,6.920112e-06,8.944191e-06,9,7.754943e-06,3.710428e-05,1,3,3.34926e-07,6.173607e-06,8,3,1.087102,3.393654e-07,2,7,7.473409e-06,3.539284e+09,0.01297006,1.852119,0.9260594,-98.15604,-121.413,-178.0049,-181.2618,0.2204336
1,10,61,3.340943e-07,1,7,5.097796e-06,6.685705e-06,6,7.619931e-06,4.43236e-05,1,7,2.440563e-07,9.028978e-06,8,4,0.9386929,2.419584e-07,3,8,6.425869e-06,1.374053e+09,0.005781833,1.883058,0.9415291,-94.60544,-120.9835,-169.7449,-176.1229,0.5830117
1,11,62,4.228437e-07,5,9,7.701698e-06,6.334013e-06,9,6.758822e-06,4.32666e-05,1,6,4.562113e-07,7.588147e-06,6,3,0.9824429,2.487138e-07,2,7,9.705945e-06,1.73793e+09,0.01215675,2.010537,1.005268,-98.05458,-122.0015,-172.007,-175.954,0.5787976
1,12,63,3.926129e-07,1,10,6.950347e-06,8.989345e-06,5,7.849589e-06,3.948856e-05,1,10,2.386401e-07,5.548595e-06,7,4,0.9546778,3.593146e-07,2,8,6.108432e-06,nil,0.008874255,nil,nil,nil,nil,1e+12,1e+12,3e+12
1,13,64,3.379936e-07,5,8,5.514803e-06,8.46234e-06,7,8.743312e-06,3.992875e-05,1,4,4.456704e-07,7.254439e-06,9,1,0.918313,4.149656e-07,1,7,6.974139e-06,3.189185e+09,0.005091123,1.691585,0.8457924,-98.20066,-121.1141,-181.2061,-184.1195,0.1382162
1,14,65,3.273872e-07,3,10,6.929866e-06,9.266782e-06,4,9.112865e-06,3.811675e-05,1,2,3.817223e-07,6.218379e-06,7,3,1.067917,2.737478e-07,2,10,9.814342e-06,5.14575e+09,0.01401479,1.7625,0.8812498,-92.97968,-117.5981,-175.7428,-180.3612,0.1918911
1,15,66,3.99515e-07,2,7,7.797276e-06,6.481561e-06,8,8.368152e-06,3.201441e-05,1,2,2.285526e-07,7.636915e-06,8,2,1.039402,3.462694e-07,3,9,8.971634e-06,5.181273e+09,0.01415601,1.680584,0.840292,-92.4413,-118.2698,-175.2206,-181.0491,0.1874717
1,16,67,3.93982e-07,3,10,8.489334e-06,7.460801e-06,3,9.373347e-06,4.177417e-05,1,8,3.583144e-07,9.089973e-06,5,4,0.9894714,3.255032e-07,2,6,6.785581e-06,1.375027e+09,0.0135179,2.091871,1.045935,-94.74834,-119.3449,-166.2055,-170.802,0.7969606
1,17,68,3.706625e-07,2,9,9.840415e-06,9.925118e-06,9,5.005593e-06,4.01341e-05,1,4,4.661824e-07,6.588131e-06,6,4,0.8425545,3.044561e-07,5,9,6.032039e-06,2.326882e+09,0.01165372,1.848144,0.9240718,-100.1056,-123.3546,-176.7764,-180.0254,0.3569737
1,18,69,3.906837e-07,3,9,6.186943e-06,6.758066e-06,4,8.411003e-06,3.338678e-05,1,3,2.961956e-07,6.163144e-06,6,2,0.7901073,2.825667e-07,2,9,9.097453e-06,4.737257e+09,0.008830857,1.806475,0.9032377,-92.00033,-116.5694,-176.0508,-180.6199,0.04284848
